start_id,end_id,relation,end_time,position,sport_number,start_time,time
Q2355201,Q159893,playfor,,,,,
Q2355201,Q169637,playfor,,,,,
Q2355201,Q170329,playfor,,,,,
Q2355201,Q170558,playfor,,,,,
Q2355201,Q170649,playfor,,,,,
Q2359600,Q157376,playfor,,,,,
Q2359600,Q163480,playfor,,,,,
Q2359600,Q169138,playfor,,,,,
Q2359600,Q170649,playfor,,,,,
Q2359600,Q172339,playfor,,,,,
Q2349875,Q572134,playfor,,,,,
Q2345365,Q976396,playfor,,,,,
Q2346944,Q976396,playfor,,,,,
Q2352338,Q976396,playfor,,,,,
Q2381035,Q128109,playfor,,,,,
Q2381035,Q159729,playfor,,,,,
Q2381035,Q169637,playfor,,,,,
Q2390225,Q121783,playfor,,,,,
Q2390225,Q165529,playfor,,,,,
Q2390225,Q172339,playfor,,,,,
Q2413046,Q131364,playfor,,,,,
Q2413046,Q131371,playfor,,,,,
Q2353399,Q2354728,playfor,,,,,
Q2429069,Q169165,playfor,,,,,
Q2447626,Q121783,playfor,,,,,
Q2447626,Q131371,playfor,,,,,
Q2447626,Q132893,playfor,,,,,
Q2447626,Q159893,playfor,,,,,
Q2447626,Q161337,playfor,,,,,
Q2447626,Q161345,playfor,,,,,
Q2447626,Q169165,playfor,,,,,
Q2447626,Q169637,playfor,,,,,
Q2451555,Q121783,playfor,,,,,
Q2434352,Q169637,playfor,,,,2016,
Q2452316,Q131371,playfor,,,,,
Q2451555,Q165529,playfor,,,,,
Q2451555,Q169165,playfor,,,,,
Q2452316,Q162990,playfor,,,,,
Q2452316,Q166105,playfor,,,,,
Q2452316,Q169661,playfor,,,,,
Q2452316,Q170329,playfor,,,,,
Q2454488,Q167253,playfor,,,,,
Q2345365,Q159893,playfor,1962,,,1958,
Q2345365,Q131371,playfor,1964,,,1963,
Q2434352,Q162990,playfor,2016,,,2013,
Q2454488,Q132880,playfor,,,,,
Q2504822,Q131364,playfor,,,,,
Q2504822,Q159893,playfor,,,,,
Q2504822,Q161345,playfor,,,,,
Q2504822,Q162990,playfor,,,,,
Q2504822,Q166105,playfor,,,,,
Q2504822,Q169637,playfor,,,,,
Q2504822,Q169661,playfor,,,,,
Q2527993,Q132893,playfor,,,,,
Q2527993,Q159893,playfor,,,,,
Q2504822,Q976396,playfor,,,,,
Q2527993,Q976396,playfor,,,,,
Q2556861,Q132893,playfor,,,,,
Q2557595,Q131364,playfor,,,,,
Q2557595,Q131371,playfor,,,,,
Q2557595,Q132893,playfor,,,,,
Q2557595,Q162990,playfor,,,,,
Q2557595,Q170329,playfor,,,,,
Q2562137,Q121783,playfor,,,,,
Q2561832,Q132880,playfor,,,,,
Q2562137,Q128109,playfor,,,,,
Q2561832,Q138089,playfor,,,,,
Q2562137,Q131371,playfor,,,,,
Q2561832,Q162954,playfor,,,,,
Q2563053,Q128109,playfor,,,,,
Q2562137,Q164177,playfor,,,,,
Q2562137,Q167253,playfor,,,,,
Q2563053,Q166105,playfor,,,,,
Q2563053,Q169637,playfor,,,,,
Q2564695,Q131371,playfor,,,,,
Q2565049,Q121783,playfor,,,,,
Q2565541,Q121783,playfor,,,,,
Q2564695,Q166105,playfor,,,,,
Q2564695,Q169637,playfor,,,,,
Q2565934,Q131364,playfor,,,,,
Q2565049,Q159893,playfor,,,,,
Q2565541,Q162990,playfor,,,,,
Q2565541,Q169637,playfor,,,,,
Q2565934,Q166105,playfor,,,,,
Q2565934,Q169637,playfor,,,,,
Q2568783,Q121783,playfor,,,,,
Q2568783,Q166105,playfor,,,,,
Q2568783,Q170649,playfor,,,,,
Q2574037,Q128109,playfor,,,,,
Q2574037,Q157376,playfor,,,,,
Q2561832,Q572134,playfor,,,,,
Q2562137,Q572134,playfor,,,,,
Q2586704,Q159893,playfor,,,,,
Q2561832,Q976396,playfor,,,,,
Q2603466,Q131371,playfor,,,,,
Q2603466,Q132893,playfor,,,,,
Q2603466,Q169637,playfor,,,,,
Q2603466,Q170329,playfor,,,,,
Q2625050,Q167253,playfor,1973,,,1972,
Q2620546,Q131371,playfor,,,,,
Q2620546,Q163480,playfor,,,,,
Q2620594,Q164177,playfor,,,,,
Q2620594,Q169165,playfor,,,,,
Q2620594,Q170329,playfor,,,,,
Q2620594,Q170558,playfor,,,,,
Q2620546,Q180950,playfor,,,,,
Q2638257,Q131371,playfor,,,,,
Q2638257,Q170329,playfor,,,,,
Q2650732,Q157376,playfor,,,,,
Q2640114,Q572134,playfor,,,,,
Q2664233,Q159729,playfor,,,,,
Q2664263,Q161337,playfor,,,,,
Q2664263,Q164177,playfor,,,,,
Q2664263,Q165529,playfor,,,,,
Q2664233,Q572134,playfor,,,,,
Q2664263,Q976396,playfor,,,,,
Q2701598,Q169637,playfor,,,,,
Q2713164,Q165529,playfor,,,,,
Q2713164,Q172339,playfor,,,,,
Q2723533,Q128109,playfor,,,,,
Q2723533,Q157376,playfor,,,,,
Q2723533,Q159729,playfor,,,,,
Q2723533,Q161337,playfor,,,,,
Q2723533,Q164177,playfor,,,,,
Q2723533,Q169661,playfor,,,,,
Q2735592,Q121783,playfor,,,,,
Q2735592,Q132893,playfor,,,,,
Q2736739,Q121783,playfor,,,,,
Q2735592,Q159729,playfor,,,,,
Q2736739,Q128109,playfor,,,,,
Q2735592,Q169138,playfor,,,,,
Q2735592,Q169165,playfor,,,,,
Q2735592,Q170329,playfor,,,,,
Q2736739,Q159893,playfor,,,,,
Q2723533,Q572134,playfor,,,,,
Q2737369,Q166105,playfor,,,,,
Q2552896,Q121783,playfor,2008,,,2007,
Q2552896,Q157376,playfor,2010,,,February 2010,
Q2552896,Q162990,playfor,2010,,,2009,
Q2562179,Q169165,playfor,1986,,,1980,
Q2573181,Q170649,playfor,2005,,,2003,
Q2625050,Q169661,playfor,1972,,,1964,
Q2562179,Q169661,playfor,1962,,,1956,
Q2562179,Q131364,playfor,1956,,,1954,
Q2562179,Q976396,playfor,1989,,,1987,
Q3603386,Q167253,playfor,1980,,,1979,
Q3640044,Q170329,playfor,1976,,,1969,
Q2737369,Q138089,playfor,,,,,
Q2737369,Q162990,playfor,,,,,
Q2737369,Q572134,playfor,,,,,
Q2779315,Q128109,playfor,,,,,
Q2779315,Q132893,playfor,,,,,
Q2779315,Q138089,playfor,,,,,
Q2779315,Q161337,playfor,,,,,
Q2779315,Q162990,playfor,,,,,
Q2779315,Q166105,playfor,,,,,
Q2779315,Q169637,playfor,,,,,
Q2779315,Q170329,playfor,,,,,
Q2779315,Q170558,playfor,,,,,
Q2779315,Q180950,playfor,,,,,
Q2779315,Q572134,playfor,,,,,
Q3610726,Q159893,playfor,1993,,,1992,
Q2887755,Q131371,playfor,,,,,
Q2887755,Q169637,playfor,,,,,
Q2887755,Q169661,playfor,,,,,
Q2964899,Q157376,playfor,,,,,
Q2964899,Q169637,playfor,,,,,
Q3098552,Q132880,playfor,,,,,
Q3098552,Q162954,playfor,,,,,
Q3180283,Q164177,playfor,,,,,
Q3206327,Q159893,playfor,,,,,
Q3206327,Q3128787,playfor,,,,,
Q2913719,Q159893,playfor,2005,,,1997,
Q3476711,Q159893,playfor,,,,,
Q3476711,Q161345,playfor,,,,,
Q3531294,Q170649,playfor,,,,,
Q3538607,Q138089,playfor,,,,,
Q3538607,Q164177,playfor,,,,,
Q3603094,Q162954,playfor,,,,,
Q3603094,Q169637,playfor,,,,,
Q3607765,Q169138,playfor,,,,,
Q3607765,Q169637,playfor,,,,,
Q3610726,Q164177,playfor,,,,,
Q3612472,Q161345,playfor,,,,,
Q3705847,Q138089,playfor,1990,,,1989,
Q3613449,Q164177,playfor,,,,,
Q3624026,Q131371,playfor,,,,,
Q3625160,Q170558,playfor,,,,,
Q3603094,Q976396,playfor,,,,,
Q3635278,Q131371,playfor,,,,,
Q3635278,Q157376,playfor,,,,,
Q3637930,Q131364,playfor,,,,,
Q3637930,Q164177,playfor,,,,,
Q3637939,Q169661,playfor,,,,,
Q3639977,Q159893,playfor,,,,,
Q3639956,Q169661,playfor,,,,,
Q3639977,Q169661,playfor,,,,,
Q3640831,Q159893,playfor,,,,,
Q3640831,Q162954,playfor,,,,,
Q3641392,Q159729,playfor,,,,,
Q3645345,Q167253,playfor,,,,,
Q3645345,Q169661,playfor,,,,,
Q3645345,Q170329,playfor,,,,,
Q3641293,Q513372,playfor,,,,,
Q3666431,Q121783,playfor,,,,,
Q3666663,Q131371,playfor,,,,,
Q3666339,Q159729,playfor,,,,,
Q3666431,Q161345,playfor,,,,,
Q3666658,Q167253,playfor,,,,,
Q3676014,Q157376,playfor,,,,,
Q3680679,Q128109,playfor,,,,,
Q3696465,Q138089,playfor,,,,,
Q3696465,Q170329,playfor,,,,,
Q3703039,Q162990,playfor,,,,,
Q3616557,Q2928124,playfor,,,,,
Q3709165,Q131371,playfor,,,,,
Q3709165,Q157376,playfor,,,,,
Q3709165,Q161345,playfor,,,,,
Q3709165,Q162990,playfor,,,,,
Q3714596,Q166105,playfor,,,,,
Q3715641,Q157376,playfor,,,,,
Q3715641,Q159893,playfor,,,,,
Q3715641,Q170329,playfor,,,,,
Q3716813,Q170329,playfor,,,,,
Q3718844,Q121783,playfor,,,,,
Q3718942,Q131364,playfor,,,,,
Q3718942,Q138089,playfor,,,,,
Q3718845,Q159893,playfor,,,,,
Q3705890,Q572134,playfor,,,,,
Q3714596,Q572134,playfor,,,,,
Q3718626,Q572134,playfor,,,,,
Q3637950,Q3128787,playfor,,,,,
Q3161395,Q169138,playfor,1997,,,1996,
Q3610726,Q976396,playfor,1993,,,1993,
Q3610726,Q169637,playfor,1993,,,1993,
Q3701346,Q167253,playfor,1976,,,1974,
Q2923495,Q131371,playfor,,,,17 July 2019,
Q3705847,Q157376,playfor,1983,,,1982,
Q3705847,Q166105,playfor,1989,,,1986,
Q3638682,Q138089,playfor,1980,,,1979,
Q3705847,Q131371,playfor,1991,,,1990,
Q3705847,Q976396,playfor,1986,,,1983,
Q2839520,Q162954,playfor,1983,,,1982,
Q3603386,Q132893,playfor,1981,,,1980,
Q3666422,Q170329,playfor,1976,,,1975,
Q3808022,Q131364,playfor,1964,,,1963,
Q3729034,Q131364,playfor,,,,,
Q3729034,Q161345,playfor,,,,,
Q3729034,Q172339,playfor,,,,,
Q3731636,Q131364,playfor,,,,,
Q3731636,Q131371,playfor,,,,,
Q3731636,Q132893,playfor,,,,,
Q3731636,Q169637,playfor,,,,,
Q3731636,Q170329,playfor,,,,,
Q3732106,Q169138,playfor,,,,,
Q3808022,Q170329,playfor,1969,,,1967,
Q3752021,Q121783,playfor,,,,,
Q3752021,Q138089,playfor,,,,,
Q3752640,Q159893,playfor,,,,,
Q3759419,Q131371,playfor,,,,,
Q3758507,Q169165,playfor,,,,,
Q3758562,Q169165,playfor,,,,,
Q3759444,Q159893,playfor,,,,,
Q3771979,Q128109,playfor,,,,,
Q3776407,Q131364,playfor,,,,,
Q3786300,Q131364,playfor,,,,,
Q3791955,Q131364,playfor,,,,,
Q3801802,Q164177,playfor,,,,,
Q3801802,Q167253,playfor,,,,,
Q3801802,Q170649,playfor,,,,,
Q3805672,Q131364,playfor,,,,,
Q3806284,Q138089,playfor,,,,,
Q3806958,Q162954,playfor,,,,,
Q3808350,Q121783,playfor,,,,,
Q3808369,Q131364,playfor,,,,,
Q3808644,Q128109,playfor,,,,,
Q3807784,Q159729,playfor,,,,,
Q3808644,Q138089,playfor,,,,,
Q3809254,Q121783,playfor,,,,,
Q3808361,Q157376,playfor,,,,,
Q3808347,Q159729,playfor,,,,,
Q3808358,Q159893,playfor,,,,,
Q3809485,Q128109,playfor,,,,,
Q3808644,Q157376,playfor,,,,,
Q3808644,Q159729,playfor,,,,,
Q3808347,Q169661,playfor,,,,,
Q3808358,Q169661,playfor,,,,,
Q3808644,Q164177,playfor,,,,,
Q3808638,Q167253,playfor,,,,,
Q3809659,Q138089,playfor,,,,,
Q3808644,Q169637,playfor,,,,,
Q3808661,Q169661,playfor,,,,,
Q3809157,Q157376,playfor,,,,,
Q3809157,Q164177,playfor,,,,,
Q3809254,Q162954,playfor,,,,,
Q3809485,Q157376,playfor,,,,,
Q3809157,Q169165,playfor,,,,,
Q3809254,Q170329,playfor,,,,,
Q3809485,Q169661,playfor,,,,,
Q3814826,Q163480,playfor,,,,,
Q3814856,Q167253,playfor,,,,,
Q3820599,Q132880,playfor,,,,,
Q3806958,Q572134,playfor,,,,,
Q3827154,Q121783,playfor,,,,,
Q3827154,Q128109,playfor,,,,,
Q3827157,Q157376,playfor,,,,,
Q3827154,Q159729,playfor,,,,,
Q3827154,Q161337,playfor,,,,,
Q3827161,Q161345,playfor,,,,,
Q3827154,Q169637,playfor,,,,,
Q3827157,Q169661,playfor,,,,,
Q3827154,Q170649,playfor,,,,,
Q3829349,Q169138,playfor,,,,,
Q3830948,Q121783,playfor,,,,,
Q3729034,Q3307390,playfor,,,,,
Q3830841,Q157376,playfor,,,,,
Q3830948,Q157376,playfor,,,,,
Q3830948,Q161345,playfor,,,,,
Q3830841,Q166105,playfor,,,,,
Q3830948,Q169637,playfor,,,,,
Q3830948,Q170329,playfor,,,,,
Q3832633,Q169661,playfor,,,,,
Q3814315,Q976396,playfor,,,,,
Q3827157,Q572134,playfor,,,,,
Q3843599,Q161345,playfor,,,,,
Q3843599,Q169661,playfor,,,,,
Q3830948,Q572134,playfor,,,,,
Q3852419,Q121783,playfor,,,,,
Q3852415,Q167253,playfor,,,,,
Q3827157,Q976396,playfor,,,,,
Q3759433,Q3128787,playfor,,,,,
Q3830948,Q976396,playfor,,,,,
Q3859420,Q167253,playfor,,,,,
Q3849464,Q572134,playfor,,,,,
Q3870713,Q121783,playfor,,,,,
Q3870713,Q164177,playfor,,,,,
Q3876016,Q157376,playfor,,,,,
Q3876016,Q161345,playfor,,,,,
Q3852415,Q976396,playfor,,,,,
Q3900131,Q169165,playfor,,,,,
Q3809315,Q3360254,playfor,,,,,
Q3857402,Q167253,playfor,1982,,,1980,
Q3809501,Q162990,playfor,1991,,,1989,
Q3809501,Q169138,playfor,1992,,,1991,
Q3735456,Q166105,playfor,1994,,,1993,
Q6768903,Q131371,playfor,,,,,
Q6783608,Q162954,playfor,,,,,
Q6783608,Q167253,playfor,,,,,
Q6783608,Q572134,playfor,,,,,
Q6847469,Q157376,playfor,,,,,
Q7045462,Q131364,playfor,,,,,
Q7045462,Q163480,playfor,,,,,
Q7045462,Q167253,playfor,,,,,
Q7045462,Q170558,playfor,,,,,
Q7823453,Q128109,playfor,,,,,
Q7823453,Q169661,playfor,,,,,
Q7829051,Q131364,playfor,,,,,
Q8054397,Q166105,playfor,,,,,
Q3982512,Q131364,playfor,1974,,,1973,
Q3900131,Q138089,playfor,,,,,
Q3900801,Q128109,playfor,,,,,
Q3900801,Q131364,playfor,,,,,
Q3900131,Q157376,playfor,,,,,
Q3900801,Q138089,playfor,,,,,
Q3900801,Q159729,playfor,,,,,
Q3900801,Q163480,playfor,,,,,
Q3900801,Q169138,playfor,,,,,
Q3929805,Q131364,playfor,,,,,
Q3930023,Q132893,playfor,,,,,
Q3929805,Q157376,playfor,,,,,
Q3934744,Q159729,playfor,,,,,
Q3939847,Q138089,playfor,,,,,
Q3941231,Q164177,playfor,,,,,
Q3941231,Q169637,playfor,,,,,
Q3952849,Q128109,playfor,,,,,
Q3952849,Q132893,playfor,,,,,
Q3953567,Q138089,playfor,,,,,
Q3952836,Q164177,playfor,,,,,
Q3952849,Q169637,playfor,,,,,
Q3953567,Q170329,playfor,,,,,
Q3953567,Q170649,playfor,,,,,
Q3962531,Q159893,playfor,,,,,
Q3964848,Q169661,playfor,,,,,
Q3968117,Q131364,playfor,,,,,
Q3941231,Q976396,playfor,,,,,
Q3973381,Q128109,playfor,,,,,
Q3973325,Q138089,playfor,,,,,
Q3964848,Q572134,playfor,,,,,
Q3952849,Q976396,playfor,,,,,
Q3968117,Q572134,playfor,,,,,
Q3982514,Q138089,playfor,,,,,
Q3982514,Q162954,playfor,,,,,
Q3982514,Q164177,playfor,,,,,
Q3984805,Q132893,playfor,,,,,
Q3984805,Q162954,playfor,,,,,
Q3984805,Q169138,playfor,,,,,
Q3984805,Q169165,playfor,,,,,
Q3990660,Q138089,playfor,,,,,
Q3992442,Q131364,playfor,,,,,
Q3992442,Q131371,playfor,,,,,
Q3992442,Q159893,playfor,,,,,
Q3992442,Q161345,playfor,,,,,
Q3992513,Q159729,playfor,,,,,
Q3992513,Q161345,playfor,,,,,
Q3992513,Q167253,playfor,,,,,
Q3992501,Q169661,playfor,,,,,
Q3992513,Q169661,playfor,,,,,
Q3992513,Q170329,playfor,,,,,
Q3982514,Q572134,playfor,,,,,
Q3982514,Q976396,playfor,,,,,
Q4013035,Q138089,playfor,,,,,
Q4013035,Q162954,playfor,,,,,
Q4013035,Q167253,playfor,,,,,
Q4013035,Q170329,playfor,,,,,
Q3911367,Q3360254,playfor,,,,,
Q4017940,Q162990,playfor,,,,,
Q4018607,Q170329,playfor,,,,,
Q4020225,Q131371,playfor,,,,,
Q4109533,Q162954,playfor,,,,,
Q4267632,Q159893,playfor,,,,,
Q4454034,Q164177,playfor,,,,,
Q4864784,Q157376,playfor,,,,,
Q3901340,Q131364,playfor,1961,,,1960,
Q4400961,Q131364,playfor,1962,,,1961,
Q4935595,Q121783,playfor,,,,,
Q5066238,Q159729,playfor,,,,,
Q5066238,Q169661,playfor,,,,,
Q5066238,Q170329,playfor,,,,,
Q3901340,Q159893,playfor,1960,,,,
Q5132995,Q128109,playfor,,,,,
Q5132995,Q159729,playfor,,,,,
Q5229774,Q138089,playfor,,,,,
Q5316027,Q131364,playfor,,,,,
Q5316027,Q170329,playfor,,,,,
Q5316027,Q976396,playfor,,,,,
Q5397323,Q162954,playfor,,,,,
Q5489167,Q166105,playfor,,,,,
Q5622482,Q170329,playfor,,,,,
Q5958908,Q169165,playfor,,,,,
Q4013035,Q157376,playfor,1992,,,1990,
Q6145960,Q131371,playfor,,,,,
Q6197721,Q138089,playfor,,,,,
Q6451040,Q159729,playfor,,,,,
Q6452618,Q169661,playfor,,,,,
Q3943093,Q166105,playfor,2000,,,1999,
Q316252,Q157376,playfor,2007,,,2007,
Q297474,Q128109,playfor,2012,,,2010,
Q297474,Q128109,playfor,2018,,,2018,
Q188222,Q128109,playfor,2006,,,2004,
Q188222,Q128109,playfor,2010,,,2009,
Q188222,Q172339,playfor,2008,,,2006,
Q319614,Q159893,playfor,2013,,,2005,
Q188222,Q132880,playfor,2004,,,2004,
Q317008,Q121783,playfor,,,,06 July 2019,
Q317209,Q161337,playfor,1999,,,1993,
Q297474,Q172339,playfor,2018,,,2014,
Q311546,Q162990,playfor,2017,,6,2017,
Q317209,Q131364,playfor,2006,,,2004,
Q188222,Q159893,playfor,2013,,,2013,
Q188222,Q159893,playfor,2012,,,2011,
Q319614,Q161337,playfor,2004,,,2003,
Q297474,Q161345,playfor,2014,,,2012,
Q312651,Q167253,playfor,2011,,,2008,
Q188222,Q163480,playfor,2015,,,2013,
Q317209,Q164177,playfor,2004,,,1999,
Q188222,Q169165,playfor,2012,,,2012,
Q316577,Q132880,playfor,2008,,,2006,
Q77044,Q121783,playfor,,,,,
Q77044,Q132893,playfor,,,,,
Q77044,Q167253,playfor,,,,,
Q77044,Q976396,playfor,,,,,
Q188222,Q121783,playfor,2004,,,2002,
Q112449,Q128109,playfor,,,,,
Q112449,Q131371,playfor,,,,,
Q112449,Q132893,playfor,,,,,
Q112449,Q169138,playfor,,,,,
Q112449,Q170558,playfor,,,,,
Q250534,Q180950,playfor,2019,,,2016,
Q189240,Q572134,playfor,,,,,
Q204285,Q121783,playfor,,,,,
Q204285,Q132893,playfor,,,,,
Q204285,Q157376,playfor,,,,,
Q204285,Q159893,playfor,,,,,
Q204285,Q161345,playfor,,,,,
Q204285,Q170329,playfor,,,,,
Q207608,Q161337,playfor,,,,,
Q207608,Q169637,playfor,,,,,
Q204285,Q976396,playfor,,,,,
Q247487,Q138089,playfor,,,,,
Q248325,Q169138,playfor,,,,,
Q250343,Q121783,playfor,,,,,
Q250343,Q132893,playfor,,,,,
Q250343,Q138089,playfor,,,,,
Q250343,Q157376,playfor,,,,,
Q250343,Q159893,playfor,,,,,
Q250343,Q161345,playfor,,,,,
Q250343,Q162990,playfor,,,,,
Q250343,Q164177,playfor,,,,,
Q250343,Q166105,playfor,,,,,
Q250343,Q167253,playfor,,,,,
Q250343,Q169138,playfor,,,,,
Q252946,Q161337,playfor,,,,,
Q250343,Q572134,playfor,,,,,
Q248325,Q976396,playfor,,,,,
Q297146,Q128109,playfor,,,,,
Q297146,Q163480,playfor,,,,,
Q297146,Q164177,playfor,,,,,
Q297146,Q172339,playfor,,,,,
Q298512,Q131364,playfor,,,,,
Q298512,Q170329,playfor,,,,,
Q313510,Q128109,playfor,,,,,
Q313510,Q169165,playfor,,,,,
Q313510,Q169661,playfor,,,,,
Q316183,Q131371,playfor,,,,,
Q316183,Q159893,playfor,,,,,
Q316183,Q170649,playfor,,,,,
Q317209,Q169138,playfor,,,,,
Q319614,Q132893,playfor,,,,,
Q319614,Q169637,playfor,,,,,
Q322063,Q131371,playfor,,,,,
Q322063,Q132893,playfor,,,,,
Q322063,Q162990,playfor,,,,,
Q310968,Q572134,playfor,,,,,
Q339256,Q131364,playfor,,,,,
Q339256,Q131371,playfor,,,,,
Q339256,Q132893,playfor,,,,,
Q339256,Q169661,playfor,,,,,
Q339256,Q170329,playfor,,,,,
Q339988,Q166105,playfor,,,,,
Q339988,Q169661,playfor,,,,,
Q348696,Q162990,playfor,,,,,
Q352110,Q128109,playfor,,,,,
Q352696,Q121783,playfor,,,,,
Q339256,Q572134,playfor,,,,,
Q352696,Q161345,playfor,,,,,
Q358704,Q165529,playfor,,,,,
Q358704,Q180950,playfor,,,,,
Q358704,Q976396,playfor,,,,,
Q311546,Q132893,playfor,2017,,6,2016,
Q317008,Q172339,playfor,05 July 2019,,,2012,
Q312651,Q162954,playfor,2012,,,2011,
Q311546,Q169637,playfor,2012,,6,2005,
Q319614,Q157376,playfor,,,,2016,
Q311546,Q157376,playfor,2016,,12,2012,
Q316252,Q170329,playfor,2007,,,2005,
Q30278325,Q163480,playfor,,,,2018,
Q29166745,Q131371,playfor,,,,,
Q15908865,Q165529,playfor,,,,,
Q1685,Q138089,playfor,,,,,
Q1685,Q157376,playfor,,,,,
Q1685,Q161337,playfor,,,,,
Q1685,Q163480,playfor,,,,,
Q1685,Q164177,playfor,,,,,
Q24852579,Q164177,playfor,,,,,
Q40444,Q131371,playfor,,,,,
Q40444,Q161345,playfor,,,,,
Q40444,Q170558,playfor,,,,,
Q57596,Q132893,playfor,,,,,
Q57596,Q138089,playfor,,,,,
Q57596,Q572134,playfor,,,,,
Q29438680,Q170649,playfor,,,,,
Q18352238,Q572134,playfor,2018,,,2016,
Q29474884,Q170329,playfor,,,,,
Q16106915,Q159729,playfor,,,,,
Q47339821,Q159893,playfor,,,,,
Q16227014,Q164177,playfor,,,,,
Q16227014,Q169637,playfor,,,,,
Q16228417,Q162990,playfor,,,,,
Q16228417,Q164177,playfor,,,,,
Q16227291,Q572134,playfor,,,,,
Q16236541,Q976396,playfor,,,,,
Q20744974,Q157376,playfor,,,,,
Q47484207,Q170649,playfor,,,,,
Q16227291,Q162990,playfor,2016,,,2014,
Q52004627,Q163480,playfor,,,,,
Q69866757,Q3360254,playfor,,,,,
Q21064045,Q169637,playfor,,,,,
Q21261328,Q132880,playfor,,,13,2017,
Q18706123,Q165529,playfor,2019,,2,2019,
Q16233299,Q976396,playfor,2018,,,04 March 2018,
Q58974788,Q162990,playfor,,,,2019,
Q17465755,Q169637,playfor,2019,,13,2016,
Q16233299,Q128109,playfor,2018,,,26 March 2018,
Q30519348,Q131364,playfor,,,,,
Q30519458,Q131364,playfor,,,,,
Q30519458,Q131371,playfor,,,,,
Q30519500,Q131371,playfor,,,,,
Q16228417,Q162954,playfor,,,,06 February 2020,
Q17274843,Q169165,playfor,,,,,
Q52928145,Q161337,playfor,,,,,
Q15737093,Q572134,playfor,1972,,,1971,
Q16233299,Q170558,playfor,2015,,,2015,
Q17466552,Q170649,playfor,,,,,
Q30928984,Q161337,playfor,,,,,
Q16233299,Q162954,playfor,2016,,,2016,
Q22096387,Q131364,playfor,,,,,
Q26924866,Q161337,playfor,,,,,
Q13605907,Q180950,playfor,,,,,
Q16233299,Q572134,playfor,2017,,,2016,
Q26997460,Q3360254,playfor,,,,,
Q77044,Q172339,playfor,,,,,
Q18350645,Q128109,playfor,,,,,
Q17465755,Q170329,playfor,,,7,2019,
Q20652410,Q162954,playfor,2019,,,2018,
Q23007630,Q167253,playfor,,,,,
Q32076468,Q131371,playfor,,,,,
Q18706123,Q132893,playfor,,,,,
Q18749170,Q121783,playfor,,,,,
Q18749170,Q157376,playfor,,,,,
Q32123497,Q131364,playfor,,,,,
Q42302125,Q169165,playfor,,,9,2020,
Q18749170,Q572134,playfor,,,,,
Q58494697,Q128109,playfor,,,,2019,
Q19880933,Q138089,playfor,2019,,,January 2018,
Q14469653,Q163480,playfor,,,,,
Q27925022,Q159893,playfor,,,,,
Q27999564,Q162954,playfor,,,,,
Q27999533,Q169661,playfor,,,,,
Q55292062,Q164177,playfor,,,,2018,
Q28054144,Q132880,playfor,,,,,
Q28105058,Q131371,playfor,,,,,
Q19880933,Q161345,playfor,2018,,,2017,
Q54860931,Q164177,playfor,,,,,
Q16233299,Q169637,playfor,2018,,,2017,
Q81822932,Q161337,playfor,,,,,
Q23939185,Q169661,playfor,,,,,
Q19518748,Q132880,playfor,,,,,
Q50695454,Q170649,playfor,,,,,
Q19571571,Q132880,playfor,,,,,
Q19571571,Q132893,playfor,,,,,
Q19666627,Q166105,playfor,,,,,
Q50879812,Q162990,playfor,,,,,
Q19615890,Q3360254,playfor,,,,,
Q33107991,Q138089,playfor,,,,,
Q55368019,Q163480,playfor,,,,,
Q19880933,Q131371,playfor,2017,,,2016,
Q33120424,Q159729,playfor,,,,,
Q19757619,Q164177,playfor,,,,,
Q19876913,Q572134,playfor,,,,,
Q51120418,Q170329,playfor,,,,,
Q19968886,Q169138,playfor,,,,,
Q18706123,Q132880,playfor,2019,,55,2015,
Q24439139,Q167253,playfor,,,,,
Q24439139,Q170329,playfor,,,,,
Q55641235,Q170558,playfor,,,,,
Q369109,Q138089,playfor,,,,2017,
Q381721,Q138089,playfor,1999,,,1997,
Q461763,Q138089,playfor,2002,,,16 April 2001,
Q464312,Q157376,playfor,,,,06 July 2018,
Q460131,Q169637,playfor,,,,17 July 2018,
Q464312,Q172339,playfor,06 July 2018,,,20 February 2017,
Q460131,Q121783,playfor,17 July 2018,,,22 June 2017,
Q369109,Q976396,playfor,2017,,,2013,
Q381721,Q162990,playfor,2012,,,2009,
Q498348,Q170558,playfor,12 November 2018,,,22 June 2017,
Q461763,Q157376,playfor,22 March 2010,,,16 November 2009,
Q381746,Q157376,playfor,13 March 2012,,8,2005,
Q461763,Q164177,playfor,2008,,,03 August 2005,
Q381721,Q132880,playfor,2009,,,2006,
Q464312,Q166105,playfor,20 February 2017,,,2010,
Q431301,Q167253,playfor,2015,,,July 2012,
Q358704,Q131371,playfor,,,,,
Q363246,Q131371,playfor,,,,,
Q364394,Q121783,playfor,,,,,
Q363246,Q167253,playfor,,,,,
Q364394,Q159729,playfor,,,,,
Q364394,Q161345,playfor,,,,,
Q364394,Q164177,playfor,,,,,
Q366772,Q131371,playfor,,,,,
Q366772,Q162990,playfor,,,,,
Q370006,Q128109,playfor,,,,,
Q370006,Q132893,playfor,,,,,
Q370006,Q159729,playfor,,,,,
Q370006,Q161337,playfor,,,,,
Q370006,Q162990,playfor,,,,,
Q370006,Q165529,playfor,,,,,
Q370006,Q166105,playfor,,,,,
Q370006,Q169637,playfor,,,,,
Q372859,Q121783,playfor,,,,,
